filename,width,height,class,xmin,ymin,xmax,ymax
VID_20180108_205429_0007 18813.jpg,1920,1080,ball,910,549,942,585
VID_20180108_205429_0007 18814.jpg,1920,1080,ball,907,551,945,582
VID_20180108_205429_0007 18815.jpg,1920,1080,ball,911,548,945,581
VID_20180108_205429_0007 18816.jpg,1920,1080,ball,905,546,947,582
VID_20180108_205429_0007 18817.jpg,1920,1080,ball,909,547,948,576
VID_20180108_205429_0007 18819.jpg,1920,1080,ball,906,546,951,581
VID_20180108_205429_0007 18820.jpg,1920,1080,ball,903,547,956,585
VID_20180108_205429_0007 18821.jpg,1920,1080,ball,906,551,944,577
VID_20180108_205429_0007 18822.jpg,1920,1080,ball,904,549,947,580
VID_20180108_205429_0007 18823.jpg,1920,1080,ball,907,553,952,581
VID_20180108_205429_0007 18825.jpg,1920,1080,ball,907,548,948,578
VID_20180108_205429_0007 18826.jpg,1920,1080,ball,911,553,950,578
VID_20180108_205429_0007 18828.jpg,1920,1080,ball,905,544,954,585
VID_20180108_205429_0007 18829.jpg,1920,1080,ball,907,550,954,583
VID_20180108_205429_0007 18831.jpg,1920,1080,ball,904,551,955,585
VID_20180108_205429_0007 18832.jpg,1920,1080,ball,912,549,948,579
VID_20180108_205429_0007 18833.jpg,1920,1080,ball,907,549,950,581
VID_20180108_205429_0007 18834.jpg,1920,1080,ball,911,551,951,585
VID_20180108_205429_0007 18835.jpg,1920,1080,ball,908,536,952,580
VID_20180108_205429_0007 18836.jpg,1920,1080,ball,907,537,947,583
VID_20180108_205429_0007 18837.jpg,1920,1080,ball,908,539,945,580
VID_20180108_205429_0007 18838.jpg,1920,1080,ball,907,539,947,585
VID_20180108_205429_0007 18839.jpg,1920,1080,ball,914,539,942,581
VID_20180108_205429_0007 18840.jpg,1920,1080,ball,911,535,953,582
VID_20180108_205429_0007 18841.jpg,1920,1080,ball,914,540,942,578
VID_20180108_205429_0007 18842.jpg,1920,1080,ball,913,540,940,578
VID_20180108_205429_0007 18843.jpg,1920,1080,ball,907,540,941,578
VID_20180108_205429_0007 18844.jpg,1920,1080,ball,906,539,946,578
VID_20180108_205429_0007 18845.jpg,1920,1080,ball,906,539,947,579
VID_20180108_205429_0007 18846.jpg,1920,1080,ball,904,537,949,580
VID_20180108_205429_0007 18847.jpg,1920,1080,ball,907,537,943,580
VID_20180108_205429_0007 18848.jpg,1920,1080,ball,903,542,946,581
VID_20180108_205429_0007 18849.jpg,1920,1080,ball,904,539,956,577
VID_20180108_205429_0007 18850.jpg,1920,1080,ball,908,542,947,574
VID_20180108_205429_0007 18851.jpg,1920,1080,ball,909,537,944,577
VID_20180108_205429_0007 18852.jpg,1920,1080,ball,911,539,944,579
VID_20180108_205429_0007 18854.jpg,1920,1080,ball,908,536,942,575
VID_20180108_205429_0007 18855.jpg,1920,1080,ball,908,543,942,573
VID_20180108_205429_0007 18856.jpg,1920,1080,ball,914,539,942,574
VID_20180108_205429_0007 18857.jpg,1920,1080,ball,905,541,948,579
VID_20180108_205429_0007 18858.jpg,1920,1080,ball,905,539,943,578
VID_20180108_205429_0007 18859.jpg,1920,1080,ball,907,539,940,574
VID_20180108_205429_0007 18860.jpg,1920,1080,ball,905,538,944,573
VID_20180108_205429_0007 18861.jpg,1920,1080,ball,902,539,944,573
VID_20180108_205429_0007 18862.jpg,1920,1080,ball,905,540,944,580
VID_20180108_205429_0007 18863.jpg,1920,1080,ball,910,539,940,569
VID_20180108_205429_0007 18865.jpg,1920,1080,ball,909,538,940,572
VID_20180108_205429_0007 18866.jpg,1920,1080,ball,902,537,940,573
VID_20180108_205429_0007 18867.jpg,1920,1080,ball,906,534,951,580
VID_20180108_205429_0007 18868.jpg,1920,1080,ball,907,537,940,573
VID_20180108_205429_0007 18869.jpg,1920,1080,ball,906,536,945,573
VID_20180108_205429_0007 18870.jpg,1920,1080,ball,908,535,941,571
VID_20180108_205429_0007 18871.jpg,1920,1080,ball,907,534,940,572
VID_20180108_205429_0007 18872.jpg,1920,1080,ball,903,536,939,573
VID_20180108_205429_0007 18874.jpg,1920,1080,ball,908,535,940,575
VID_20180108_205429_0007 18875.jpg,1920,1080,ball,906,535,940,572
VID_20180108_205429_0007 18876.jpg,1920,1080,ball,906,539,945,572
VID_20180108_205429_0007 18877.jpg,1920,1080,ball,908,534,939,573
VID_20180108_205429_0007 18878.jpg,1920,1080,ball,905,537,937,567
VID_20180108_205429_0007 18879.jpg,1920,1080,ball,910,532,945,566
VID_20180108_205429_0007 18880.jpg,1920,1080,ball,907,534,939,568
VID_20180108_205429_0007 18881.jpg,1920,1080,ball,908,534,941,576
VID_20180108_205429_0007 18882.jpg,1920,1080,ball,905,535,944,574
VID_20180108_205429_0007 18883.jpg,1920,1080,ball,904,537,947,572
VID_20180108_205429_0007 18884.jpg,1920,1080,ball,904,536,950,577
VID_20180108_205429_0007 18885.jpg,1920,1080,ball,910,537,945,573
VID_20180108_205429_0007 18886.jpg,1920,1080,ball,905,534,939,569
VID_20180108_205429_0007 18887.jpg,1920,1080,ball,907,529,942,569
VID_20180108_205429_0007 18888.jpg,1920,1080,ball,905,534,940,572
VID_20180108_205429_0007 18891.jpg,1920,1080,ball,905,536,941,573
VID_20180108_205429_0007 18892.jpg,1920,1080,ball,905,533,941,572
VID_20180108_205429_0007 18893.jpg,1920,1080,ball,909,536,940,569
VID_20180108_205429_0007 18894.jpg,1920,1080,ball,910,530,937,575
VID_20180108_205429_0007 18896.jpg,1920,1080,ball,907,533,943,576
VID_20180108_205429_0007 18897.jpg,1920,1080,ball,910,535,941,572
VID_20180108_205429_0007 18899.jpg,1920,1080,ball,905,536,940,573
VID_20180108_205429_0007 18900.jpg,1920,1080,ball,908,538,939,571
VID_20180108_205429_0007 18901.jpg,1920,1080,ball,909,536,940,572
VID_20180108_205429_0007 18902.jpg,1920,1080,ball,906,535,944,574
VID_20180103_191711_0011 0128.jpg,1920,1080,ball,932,699,957,727
VID_20180103_191711_0011 0129.jpg,1920,1080,ball,908,698,936,730
VID_20180103_191711_0011 0131.jpg,1920,1080,ball,879,707,916,736
VID_20180103_191711_0011 0133.jpg,1920,1080,ball,863,711,891,736
VID_20180103_191711_0011 0136.jpg,1920,1080,ball,823,727,847,749
VID_20180103_191711_0011 0137.jpg,1920,1080,ball,805,728,841,755
VID_20180103_191711_0011 0138.jpg,1920,1080,ball,791,729,828,760
VID_20180103_191711_0011 0139.jpg,1920,1080,ball,775,727,814,758
VID_20180103_191711_0011 0140.jpg,1920,1080,ball,765,730,802,762
VID_20180103_191711_0011 0141.jpg,1920,1080,ball,756,733,784,819
VID_20180103_191711_0011 0142.jpg,1920,1080,ball,751,809,792,859
VID_20180103_191711_0011 0144.jpg,1920,1080,ball,786,873,831,929
VID_20180103_191711_0011 0145.jpg,1920,1080,ball,798,909,840,948
VID_20180103_191711_0011 0146.jpg,1920,1080,ball,821,949,856,982
VID_20180103_191711_0011 0147.jpg,1920,1080,ball,837,976,877,1017
VID_20180103_191711_0011 0148.jpg,1920,1080,ball,845,1001,888,1053
VID_20180103_191711_0011 0149.jpg,1920,1080,ball,860,1025,904,1066
VID_20180108_205429_0007 07234.jpg,1920,1080,ball,961,495,993,533
VID_20180108_205429_0007 07235.jpg,1920,1080,ball,957,501,995,535
VID_20180108_205429_0007 07236.jpg,1920,1080,ball,964,504,996,539
VID_20180108_205429_0007 07237.jpg,1920,1080,ball,963,505,994,539
VID_20180108_205429_0007 07238.jpg,1920,1080,ball,963,504,1001,543
VID_20180108_205429_0007 07239.jpg,1920,1080,ball,963,501,998,543
VID_20180108_205429_0007 07240.jpg,1920,1080,ball,963,502,998,537
VID_20180108_205429_0007 07241.jpg,1920,1080,ball,957,503,1005,547
VID_20180108_205429_0007 07242.jpg,1920,1080,ball,963,500,1002,539
VID_20180108_205429_0007 07243.jpg,1920,1080,ball,966,503,998,534
VID_20180108_205429_0007 07245.jpg,1920,1080,ball,969,501,999,537
VID_20180108_205429_0007 07246.jpg,1920,1080,ball,970,499,1002,545
VID_20180108_205429_0007 07248.jpg,1920,1080,ball,971,505,1006,540
VID_20180108_205429_0007 07249.jpg,1920,1080,ball,977,506,1012,541
VID_20180108_205429_0007 07250.jpg,1920,1080,ball,978,506,1011,544
VID_20180108_205429_0007 07251.jpg,1920,1080,ball,979,507,1021,544
VID_20180108_205429_0007 18741.jpg,1920,1080,ball,1004,577,1043,613
VID_20180108_205429_0007 18742.jpg,1920,1080,ball,1005,577,1038,608
VID_20180108_205429_0007 18743.jpg,1920,1080,ball,998,576,1031,611
VID_20180108_205429_0007 18744.jpg,1920,1080,ball,989,575,1030,612
VID_20180108_205429_0007 18746.jpg,1920,1080,ball,982,578,1018,609
VID_20180108_205429_0007 18747.jpg,1920,1080,ball,983,577,1016,608
VID_20180108_205429_0007 18748.jpg,1920,1080,ball,975,573,1015,612
VID_20180108_205429_0007 18749.jpg,1920,1080,ball,976,575,1007,610
VID_20180108_205429_0007 18750.jpg,1920,1080,ball,968,575,1005,615
VID_20180108_205429_0007 18751.jpg,1920,1080,ball,968,576,1002,609
VID_20180108_205429_0007 18753.jpg,1920,1080,ball,956,574,997,615
VID_20180108_205429_0007 18754.jpg,1920,1080,ball,949,569,986,606
VID_20180108_205429_0007 18755.jpg,1920,1080,ball,947,578,987,610
VID_20180108_205429_0007 18758.jpg,1920,1080,ball,937,573,976,614
VID_20180108_205429_0007 18759.jpg,1920,1080,ball,937,574,969,614
VID_20180108_205429_0007 18760.jpg,1920,1080,ball,931,571,966,614
VID_20180108_205429_0007 18761.jpg,1920,1080,ball,923,570,970,617
VID_20180108_205429_0007 18762.jpg,1920,1080,ball,923,574,963,613
VID_20180108_205429_0007 18764.jpg,1920,1080,ball,914,575,955,613
VID_20180108_205429_0007 18765.jpg,1920,1080,ball,911,572,952,612
VID_20180108_205429_0007 18766.jpg,1920,1080,ball,910,574,948,613
VID_20180108_205429_0007 18767.jpg,1920,1080,ball,910,574,944,607
VID_20180108_205429_0007 18768.jpg,1920,1080,ball,906,573,934,608
VID_20180108_205429_0007 18769.jpg,1920,1080,ball,899,574,937,609
VID_20180108_205429_0007 18770.jpg,1920,1080,ball,899,571,936,612
VID_20180108_205429_0007 18771.jpg,1920,1080,ball,901,571,936,610
VID_20180108_205429_0007 18773.jpg,1920,1080,ball,904,562,939,605
VID_20180108_205429_0007 18775.jpg,1920,1080,ball,897,565,940,602
VID_20180108_205429_0007 18776.jpg,1920,1080,ball,897,567,938,601
VID_20180108_205429_0007 18777.jpg,1920,1080,ball,901,567,937,604
VID_20180108_205429_0007 18779.jpg,1920,1080,ball,901,572,934,609
VID_20180108_205429_0007 18780.jpg,1920,1080,ball,899,577,934,613
VID_20180108_205429_0007 18781.jpg,1920,1080,ball,899,582,935,615
VID_20180108_205429_0007 18782.jpg,1920,1080,ball,903,587,934,622
VID_20180108_205429_0007 18784.jpg,1920,1080,ball,896,594,931,635
VID_20180108_205429_0007 18785.jpg,1920,1080,ball,890,595,937,639
VID_20180108_205429_0007 18786.jpg,1920,1080,ball,893,601,931,638
VID_20180108_205429_0007 18788.jpg,1920,1080,ball,895,615,931,648
VID_20180108_205429_0007 18790.jpg,1920,1080,ball,888,611,927,647
VID_20180108_205429_0007 18791.jpg,1920,1080,ball,890,605,934,644
VID_20180108_205429_0007 18792.jpg,1920,1080,ball,892,600,933,639
VID_20180108_205429_0007 18793.jpg,1920,1080,ball,890,602,932,639
VID_20180108_205429_0007 18794.jpg,1920,1080,ball,897,601,935,634
VID_20180108_205429_0007 18795.jpg,1920,1080,ball,892,597,934,632
VID_20180108_205429_0007 18797.jpg,1920,1080,ball,898,596,933,630
VID_20180108_205429_0007 18798.jpg,1920,1080,ball,902,578,935,611
VID_20180108_205429_0007 18799.jpg,1920,1080,ball,898,586,939,619
VID_20180103_191711_0011 0008.jpg,1920,1080,ball,600,837,623,861
VID_20180103_191711_0011 0010.jpg,1920,1080,ball,591,839,615,862
VID_20180103_191711_0011 0011.jpg,1920,1080,ball,583,833,615,866
VID_20180103_191711_0011 0012.jpg,1920,1080,ball,577,833,611,868
VID_20180103_191711_0011 0013.jpg,1920,1080,ball,579,832,611,869
VID_20180103_191711_0011 0014.jpg,1920,1080,ball,581,831,609,867
VID_20180103_191711_0011 0015.jpg,1920,1080,ball,573,831,605,864
VID_20180103_191711_0011 0016.jpg,1920,1080,ball,563,833,601,871
VID_20180103_191711_0011 0017.jpg,1920,1080,ball,563,835,596,869
VID_20180103_191711_0011 0018.jpg,1920,1080,ball,565,832,600,869
VID_20180103_191711_0011 0019.jpg,1920,1080,ball,562,836,595,865
VID_20180103_191711_0011 0020.jpg,1920,1080,ball,563,834,594,862
VID_20180103_191711_0011 0022.jpg,1920,1080,ball,563,833,595,872
VID_20180103_191711_0011 0023.jpg,1920,1080,ball,557,836,600,870
VID_20180103_191711_0011 0024.jpg,1920,1080,ball,563,834,597,868
VID_20180103_191711_0011 0025.jpg,1920,1080,ball,556,838,595,867
VID_20180103_191711_0011 0026.jpg,1920,1080,ball,563,832,594,867
VID_20180103_191711_0011 0027.jpg,1920,1080,ball,562,833,594,866
VID_20180103_191711_0011 0028.jpg,1920,1080,ball,558,832,601,872
VID_20180103_191711_0011 0030.jpg,1920,1080,ball,573,834,614,865
VID_20180103_191711_0011 0032.jpg,1920,1080,ball,590,833,629,865
VID_20180103_191711_0011 0033.jpg,1920,1080,ball,599,833,634,862
VID_20180103_191711_0011 0035.jpg,1920,1080,ball,624,831,653,862
VID_20180103_191711_0011 0036.jpg,1920,1080,ball,628,830,661,862
VID_20180103_191711_0011 0039.jpg,1920,1080,ball,655,827,688,859
VID_20180103_191711_0011 0040.jpg,1920,1080,ball,668,830,697,857
VID_20180103_191711_0011 0041.jpg,1920,1080,ball,676,831,701,854
VID_20180103_191711_0011 0043.jpg,1920,1080,ball,684,820,725,859
VID_20180103_191711_0011 0044.jpg,1920,1080,ball,694,821,737,858
VID_20180103_191711_0011 0046.jpg,1920,1080,ball,715,819,745,855
VID_20180103_191711_0011 0047.jpg,1920,1080,ball,719,819,753,854
VID_20180103_191711_0011 0048.jpg,1920,1080,ball,727,824,759,853
VID_20180103_191711_0011 0051.jpg,1920,1080,ball,761,818,787,839
VID_20180103_191711_0011 0053.jpg,1920,1080,ball,766,814,802,846
VID_20180103_191711_0011 0055.jpg,1920,1080,ball,776,812,821,848
VID_20180103_191711_0011 0056.jpg,1920,1080,ball,796,812,827,843
VID_20180103_191711_0011 0058.jpg,1920,1080,ball,811,811,843,839
VID_20180103_191711_0011 0059.jpg,1920,1080,ball,816,809,850,836
VID_20180103_191711_0011 0060.jpg,1920,1080,ball,827,811,852,836
VID_20180103_191711_0011 0062.jpg,1920,1080,ball,840,809,871,836
VID_20180103_191711_0011 0063.jpg,1920,1080,ball,852,807,879,832
VID_20180103_191711_0011 0065.jpg,1920,1080,ball,859,803,894,836
VID_20180103_191711_0011 0066.jpg,1920,1080,ball,868,802,904,837
VID_20180103_191711_0011 0068.jpg,1920,1080,ball,889,791,929,828
VID_20180103_191711_0011 0069.jpg,1920,1080,ball,903,757,944,797
VID_20180103_191711_0011 0077.jpg,1920,1080,ball,948,717,982,753
VID_20180103_191711_0011 0078.jpg,1920,1080,ball,950,716,982,746
VID_20180103_191711_0011 0079.jpg,1920,1080,ball,959,717,983,742
VID_20180103_191711_0011 0081.jpg,1920,1080,ball,966,717,991,746
VID_20180103_191711_0011 0082.jpg,1920,1080,ball,970,716,989,747
VID_20180103_191711_0011 0083.jpg,1920,1080,ball,969,717,994,752
VID_20180103_191711_0011 0084.jpg,1920,1080,ball,972,715,995,743
VID_20180103_191711_0011 0085.jpg,1920,1080,ball,973,716,1002,747
VID_20180103_191711_0011 0095.jpg,1920,1080,ball,980,710,1003,734
VID_20180103_191711_0011 0096.jpg,1920,1080,ball,981,708,1005,730
VID_20180103_191711_0011 0097.jpg,1920,1080,ball,982,707,1003,732
VID_20180103_191711_0011 0098.jpg,1920,1080,ball,982,704,1009,737
VID_20180103_191711_0011 0099.jpg,1920,1080,ball,982,705,1021,742
VID_20180103_191711_0011 0100.jpg,1920,1080,ball,988,704,1024,736
VID_20180103_191711_0011 0101.jpg,1920,1080,ball,989,706,1025,731
VID_20180103_191711_0011 0103.jpg,1920,1080,ball,989,701,1027,736
VID_20180103_191711_0011 0104.jpg,1920,1080,ball,990,704,1029,733
VID_20180103_191711_0011 0105.jpg,1920,1080,ball,989,701,1026,735
VID_20180103_191711_0011 0106.jpg,1920,1080,ball,992,701,1025,733
VID_20180103_191711_0011 0107.jpg,1920,1080,ball,989,702,1024,731
VID_20180103_191711_0011 0108.jpg,1920,1080,ball,994,700,1027,736
VID_20180103_191711_0011 0109.jpg,1920,1080,ball,992,700,1024,727
VID_20180103_191711_0011 0111.jpg,1920,1080,ball,992,697,1023,726
VID_20180103_191711_0011 0112.jpg,1920,1080,ball,988,698,1023,726
VID_20180103_191711_0011 0113.jpg,1920,1080,ball,987,697,1025,730
VID_20180103_191711_0011 0114.jpg,1920,1080,ball,987,697,1020,725
VID_20180103_191711_0011 0115.jpg,1920,1080,ball,984,696,1016,722
VID_20180103_191711_0011 0117.jpg,1920,1080,ball,983,686,1015,718
VID_20180103_191711_0011 0118.jpg,1920,1080,ball,983,691,1011,720
VID_20180103_191711_0011 0119.jpg,1920,1080,ball,984,691,1012,722
VID_20180103_191711_0011 0121.jpg,1920,1080,ball,983,691,1011,722
VID_20180103_191711_0011 0122.jpg,1920,1080,ball,987,691,1013,720
VID_20180103_191711_0011 0124.jpg,1920,1080,ball,986,691,1005,720
VID_20180103_191711_0011 0125.jpg,1920,1080,ball,964,694,998,720
VID_20180103_191711_0011 0126.jpg,1920,1080,ball,949,691,985,733
VID_20180103_191611_0010 1707.jpg,1920,1080,ball,685,708,717,736
VID_20180103_191611_0010 1708.jpg,1920,1080,ball,678,707,711,738
VID_20180103_191611_0010 1709.jpg,1920,1080,ball,667,710,698,739
VID_20180103_191611_0010 1711.jpg,1920,1080,ball,641,702,683,738
VID_20180103_191611_0010 1712.jpg,1920,1080,ball,634,707,671,743
VID_20180103_191611_0010 1713.jpg,1920,1080,ball,624,704,658,742
VID_20180103_191611_0010 1715.jpg,1920,1080,ball,595,694,645,738
VID_20180103_191611_0010 1717.jpg,1920,1080,ball,582,705,610,730
VID_20180103_191611_0010 1718.jpg,1920,1080,ball,575,704,600,715
VID_20180103_191611_0010 1719.jpg,1920,1080,ball,567,702,592,726
VID_20180103_191611_0010 1720.jpg,1920,1080,ball,571,701,598,733
VID_20180103_191611_0010 1721.jpg,1920,1080,ball,579,695,609,732
VID_20180103_191611_0010 1722.jpg,1920,1080,ball,578,704,608,728
VID_20180103_191611_0010 1723.jpg,1920,1080,ball,585,698,613,725
VID_20180103_191611_0010 1724.jpg,1920,1080,ball,587,698,624,732
VID_20180103_191611_0010 1725.jpg,1920,1080,ball,591,701,627,730
VID_20180103_191611_0010 1726.jpg,1920,1080,ball,596,725,628,755
VID_20180103_191611_0010 1727.jpg,1920,1080,ball,589,742,621,794
VID_20180103_191611_0010 1729.jpg,1920,1080,ball,558,790,599,825
VID_20180103_191611_0010 1731.jpg,1920,1080,ball,573,777,601,811
VID_20180103_191611_0010 1732.jpg,1920,1080,ball,570,775,606,814
VID_20180103_191611_0010 1733.jpg,1920,1080,ball,577,777,610,810
VID_20180103_191611_0010 1734.jpg,1920,1080,ball,581,777,618,813
VID_20180103_191611_0010 1735.jpg,1920,1080,ball,591,783,622,815
VID_20180103_191611_0010 1736.jpg,1920,1080,ball,595,788,627,822
VID_20180103_191611_0010 1738.jpg,1920,1080,ball,606,800,641,833
VID_20180103_191611_0010 1740.jpg,1920,1080,ball,607,813,634,832
VID_20180103_191611_0010 1741.jpg,1920,1080,ball,609,822,644,852
VID_20180103_191611_0010 1742.jpg,1920,1080,ball,607,824,643,862
VID_20180103_191611_0010 1743.jpg,1920,1080,ball,603,828,640,865
VID_20180103_191611_0010 1744.jpg,1920,1080,ball,609,837,643,872
VID_20180103_191611_0010 1746.jpg,1920,1080,ball,595,832,634,870
VID_20180103_191611_0010 1747.jpg,1920,1080,ball,602,830,632,868
VID_20180103_191611_0010 1748.jpg,1920,1080,ball,604,834,635,869
VID_20180103_191611_0010 1750.jpg,1920,1080,ball,606,837,638,867
VID_20180103_191611_0010 1751.jpg,1920,1080,ball,603,836,637,867
VID_20180103_191611_0010 1753.jpg,1920,1080,ball,603,834,636,867
VID_20180103_191611_0010 1754.jpg,1920,1080,ball,610,831,637,866
VID_20180103_191611_0010 1757.jpg,1920,1080,ball,608,837,637,865
VID_20180103_191611_0010 1758.jpg,1920,1080,ball,605,836,640,872
VID_20180103_191611_0010 1759.jpg,1920,1080,ball,601,839,640,868
VID_20180103_191611_0010 1760.jpg,1920,1080,ball,606,836,638,865
VID_20180103_191611_0010 1761.jpg,1920,1080,ball,606,835,636,865
VID_20180103_191611_0010 1764.jpg,1920,1080,ball,612,836,637,865
VID_20180103_191611_0010 1765.jpg,1920,1080,ball,609,836,636,868
VID_20180103_191611_0010 1766.jpg,1920,1080,ball,605,835,638,865
VID_20180103_191611_0010 1767.jpg,1920,1080,ball,609,833,638,865
VID_20180103_191611_0010 1768.jpg,1920,1080,ball,611,835,634,863
VID_20180103_191611_0010 1770.jpg,1920,1080,ball,607,835,636,863
VID_20180103_191611_0010 1771.jpg,1920,1080,ball,606,834,633,865
VID_20180103_191611_0010 1774.jpg,1920,1080,ball,600,833,634,866
VID_20180103_191611_0010 1775.jpg,1920,1080,ball,610,835,637,865
VID_20180103_191611_0010 1776.jpg,1920,1080,ball,609,828,635,866
VID_20180103_191611_0010 1778.jpg,1920,1080,ball,609,834,636,863
VID_20180103_191611_0010 1780.jpg,1920,1080,ball,610,838,636,869
VID_20180103_191611_0010 1781.jpg,1920,1080,ball,607,839,636,862
VID_20180103_191611_0010 1782.jpg,1920,1080,ball,603,833,640,868
VID_20180103_191611_0010 1783.jpg,1920,1080,ball,606,839,634,868
VID_20180103_191611_0010 1784.jpg,1920,1080,ball,610,835,638,867
VID_20180103_191611_0010 1785.jpg,1920,1080,ball,611,836,637,866
VID_20180103_191611_0010 1787.jpg,1920,1080,ball,609,834,635,865
VID_20180103_191611_0010 1789.jpg,1920,1080,ball,606,834,635,868
VID_20180103_191611_0010 1790.jpg,1920,1080,ball,608,835,636,863
VID_20180103_191611_0010 1793.jpg,1920,1080,ball,607,834,636,865
VID_20180103_191611_0010 1794.jpg,1920,1080,ball,608,836,637,865
VID_20180103_191611_0010 1795.jpg,1920,1080,ball,612,835,635,864
VID_20180103_191611_0010 1796.jpg,1920,1080,ball,610,834,636,864
VID_20180103_191611_0010 1797.jpg,1920,1080,ball,608,837,637,866
VID_20180103_191611_0010 1798.jpg,1920,1080,ball,608,836,634,862
VID_20180103_191611_0010 1799.jpg,1920,1080,ball,608,835,637,865
VID_20180103_191611_0010 1801.jpg,1920,1080,ball,612,835,636,863
VID_20180103_191711_0011 0001.jpg,1920,1080,ball,613,833,635,865
VID_20180103_191711_0011 0003.jpg,1920,1080,ball,611,834,639,865
VID_20180103_191711_0011 0004.jpg,1920,1080,ball,608,833,637,862
VID_20180103_191711_0011 0005.jpg,1920,1080,ball,601,834,632,864
VID_20180103_191711_0011 0007.jpg,1920,1080,ball,600,835,627,865
VID_20180103_191611_0010 1605.jpg,1920,1080,ball,615,686,649,718
VID_20180103_191611_0010 1606.jpg,1920,1080,ball,611,683,646,719
VID_20180103_191611_0010 1607.jpg,1920,1080,ball,609,685,641,717
VID_20180103_191611_0010 1608.jpg,1920,1080,ball,613,687,644,722
VID_20180103_191611_0010 1609.jpg,1920,1080,ball,611,684,653,723
VID_20180103_191611_0010 1610.jpg,1920,1080,ball,616,689,648,724
VID_20180103_191611_0010 1611.jpg,1920,1080,ball,621,693,654,726
VID_20180103_191611_0010 1612.jpg,1920,1080,ball,625,692,657,724
VID_20180103_191611_0010 1613.jpg,1920,1080,ball,626,694,662,721
VID_20180103_191611_0010 1614.jpg,1920,1080,ball,633,694,661,723
VID_20180103_191611_0010 1615.jpg,1920,1080,ball,633,697,666,726
VID_20180103_191611_0010 1616.jpg,1920,1080,ball,639,701,670,724
VID_20180103_191611_0010 1618.jpg,1920,1080,ball,643,696,679,727
VID_20180103_191611_0010 1619.jpg,1920,1080,ball,646,701,679,727
VID_20180103_191611_0010 1620.jpg,1920,1080,ball,646,701,683,729
VID_20180103_191611_0010 1621.jpg,1920,1080,ball,657,704,684,725
VID_20180103_191611_0010 1622.jpg,1920,1080,ball,658,707,690,739
VID_20180103_191611_0010 1623.jpg,1920,1080,ball,658,705,692,739
VID_20180103_191611_0010 1624.jpg,1920,1080,ball,662,711,692,736
VID_20180103_191611_0010 1626.jpg,1920,1080,ball,666,705,699,741
VID_20180103_191611_0010 1627.jpg,1920,1080,ball,669,710,705,746
VID_20180103_191611_0010 1628.jpg,1920,1080,ball,662,707,696,743
VID_20180103_191611_0010 1629.jpg,1920,1080,ball,660,710,698,746
VID_20180103_191611_0010 1630.jpg,1920,1080,ball,650,705,683,738
VID_20180103_191611_0010 1631.jpg,1920,1080,ball,649,707,678,738
VID_20180103_191611_0010 1633.jpg,1920,1080,ball,640,707,671,738
VID_20180103_191611_0010 1634.jpg,1920,1080,ball,635,704,666,736
VID_20180103_191611_0010 1635.jpg,1920,1080,ball,630,704,660,733
VID_20180103_191611_0010 1636.jpg,1920,1080,ball,618,704,659,737
VID_20180103_191611_0010 1637.jpg,1920,1080,ball,614,700,650,729
VID_20180103_191611_0010 1638.jpg,1920,1080,ball,611,701,644,726
VID_20180103_191611_0010 1639.jpg,1920,1080,ball,612,698,645,726
VID_20180103_191611_0010 1640.jpg,1920,1080,ball,618,697,656,725
VID_20180103_191611_0010 1641.jpg,1920,1080,ball,624,701,653,721
VID_20180103_191611_0010 1642.jpg,1920,1080,ball,628,698,661,725
VID_20180103_191611_0010 1644.jpg,1920,1080,ball,628,691,671,726
VID_20180103_191611_0010 1645.jpg,1920,1080,ball,636,701,670,727
VID_20180103_191611_0010 1646.jpg,1920,1080,ball,639,691,677,728
VID_20180103_191611_0010 1648.jpg,1920,1080,ball,648,699,685,725
VID_20180103_191611_0010 1649.jpg,1920,1080,ball,655,695,687,726
VID_20180103_191611_0010 1650.jpg,1920,1080,ball,662,697,689,724
VID_20180103_191611_0010 1651.jpg,1920,1080,ball,660,697,694,723
VID_20180103_191611_0010 1652.jpg,1920,1080,ball,666,695,694,726
VID_20180103_191611_0010 1653.jpg,1920,1080,ball,669,693,704,728
VID_20180103_191611_0010 1654.jpg,1920,1080,ball,669,694,701,722
VID_20180103_191611_0010 1656.jpg,1920,1080,ball,662,694,695,723
VID_20180103_191611_0010 1657.jpg,1920,1080,ball,659,693,689,724
VID_20180103_191611_0010 1658.jpg,1920,1080,ball,651,694,684,724
VID_20180103_191611_0010 1659.jpg,1920,1080,ball,649,693,684,725
VID_20180103_191611_0010 1660.jpg,1920,1080,ball,646,694,679,723
VID_20180103_191611_0010 1661.jpg,1920,1080,ball,642,688,676,723
VID_20180103_191611_0010 1662.jpg,1920,1080,ball,639,695,669,724
VID_20180103_191611_0010 1663.jpg,1920,1080,ball,633,695,665,727
VID_20180103_191611_0010 1664.jpg,1920,1080,ball,628,690,668,724
VID_20180103_191611_0010 1666.jpg,1920,1080,ball,618,692,658,728
VID_20180103_191611_0010 1667.jpg,1920,1080,ball,618,691,658,728
VID_20180103_191611_0010 1668.jpg,1920,1080,ball,623,698,660,725
VID_20180103_191611_0010 1670.jpg,1920,1080,ball,637,691,671,724
VID_20180103_191611_0010 1671.jpg,1920,1080,ball,637,697,672,727
VID_20180103_191611_0010 1672.jpg,1920,1080,ball,640,691,680,727
VID_20180103_191611_0010 1673.jpg,1920,1080,ball,650,694,682,726
